ID,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Is_Term,Years_in_curent_job_new,Is_Home_Ownership,Is_Purpose,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_renewable energy,Is_Purpose_small business
1484,Home Mortgage,0.5181905553259576,10+ years,0.0,2.2142919815634845,-0.3575197253197511,1.3797301953642835,-0.36506559973848624,32.54361737537964,0.0,debt consolidation,Short Term,1.2716889586393023,0.2725584802460184,0.5972299232960537,0.37169654376682854,1,0,1.1640135221007732,1,other,0,1,0,0
1485,Home Mortgage,0.2634326781363802,5 years,0.0,1.8068435686565676,0.5939852901624083,0.35367461198071476,-0.36506559973848624,32.41911771035761,0.0,home improvements,Short Term,-0.9251789676954559,0.4481223204198988,0.5754287607674023,-0.05199224128098322,0,0,-0.14093437263103534,1,other,0,1,0,0
1486,Rent,0.06597032874782002,< 1 year,0.0,0.1770499170226519,-0.7977683145726908,0.035598736376272026,-0.36506559973848624,33.643897050172626,0.0,debt consolidation,Short Term,0.10913020194647624,0.004161598264158479,0.26342058473235735,-0.135825486869517,0,0,-1.445882267362844,0,other,0,1,0,0
1487,Rent,-0.12170838230201562,3 years,0.0,0.5844983299311308,-0.5563416688533367,-0.16000821453513786,-0.36506559973848624,29.0,0.0,debt consolidation,Short Term,0.4886539799230107,-0.4616175786629357,0.07609828823617604,-0.10295043868907569,0,0,-0.6629135305237588,0,other,0,1,0,0
1488,Home Mortgage,1.5236894127888754,10+ years,0.0,0.5844983299311308,0.30995394225728606,0.3720607618700782,-0.36506559973848624,68.0,0.0,other,Short Term,-0.07386295883632714,-0.13386254438531026,0.2002810640243786,1.2134472742811475,0,0,1.1640135221007732,1,other,0,1,0,0
1489,Rent,0.056141550296600555,4 years,0.0,-0.026674289431587547,0.09693043132844438,-0.7604266867207149,2.7392337177656487,56.0,1.0,debt consolidation,Long Term,0.23156105773302413,-0.3900052257421633,1.0942125783241945,-1.6725552303350915,1,1,-0.4019239515773971,0,other,0,1,0,0
1490,Rent,0.11638058212748113,2 years,0.0,0.1770499170226519,-0.6131479384343612,0.8749468074926683,-0.36506559973848624,33.89858430593458,0.0,debt consolidation,Short Term,-1.0484410708054819,0.0017107581391570847,-0.03886091878990479,1.2134472742796618,0,0,-0.9239031094701204,0,other,0,1,0,0
1491,Own Home,-1.0854181622957066,6 years,0.0,-1.65646794106425,-0.5137369666675685,-0.8053756280964315,-0.36506559973848624,35.474117144152395,0.0,debt consolidation,Short Term,-0.9428726607237737,-0.6349099084770586,-1.2061454709489647,0.8526969612025744,0,0,0.12005520631532639,0,other,0,1,0,0
1492,Home Mortgage,-0.5130631935904026,6 years,0.0,0.5844983299311308,1.1478464185773964,-0.362301038133589,-0.36506559973848624,33.22467421022482,0.0,other,Short Term,-0.510624052515205,-0.6294104623429092,-0.46255812747173297,0.21136307128824658,0,0,0.12005520631532639,1,other,0,1,0,0
1493,Own Home,0.06246604745090059,2 years,0.0,0.3807741234768914,-0.9681871233157641,-0.9875656588183059,-0.36506559973848624,38.0,0.0,small business,Short Term,-0.9970224863674845,-0.8515402648918158,-0.828901508578186,-1.6324718622154462,0,0,-0.9239031094701204,0,small business,0,0,0,1
1494,Home Mortgage,-0.4023484221136066,10+ years,0.0,0.9919467428396097,1.3182652273204702,0.23251575693581839,-0.36506559973848624,26.0,0.0,debt consolidation,Long Term,0.13763011018000823,0.19311539424292448,-0.39405216675670157,-0.26963734614749935,0,1,1.1640135221007732,1,other,0,1,0,0
1495,Rent,-0.2468331251673772,8 years,0.0,-1.045295321702785,-0.9113808537347395,-0.877519808374843,-0.36506559973848624,32.0,0.0,debt consolidation,Short Term,1.4410259133935384,-0.7738306999527474,0.026123315670498307,0.7725302249632835,0,0,0.6420343642080498,0,other,0,1,0,0
1496,Home Mortgage,-0.3776275739211335,10+ years,0.0,-0.230398495885827,2.198762405819947,1.0094322330961942,-0.36506559973848624,34.04679054448874,0.0,debt consolidation,Long Term,-0.20056880085790482,1.2601872740331654,-0.47706428561579717,-0.26963734614749935,1,1,1.1640135221007732,1,other,0,1,0,0
1497,Home Mortgage,-0.8981120469540992,2 years,0.0,-0.230398495885827,0.3809617792335666,-0.04264404398829192,-0.36506559973848624,33.87574714745661,0.0,debt consolidation,Short Term,0.5184601339505795,0.16119469602949169,-0.17042254958780473,0.812613593082929,0,0,-0.9239031094701204,1,other,0,1,0,0
1498,Rent,0.08699451550179807,2 years,0.0,-0.637846908794306,-0.2297056187624463,0.9114932331941302,-0.36506559973848624,1.9999999999999831,0.0,debt consolidation,Long Term,-0.0964253861878733,-0.21480004509877093,-0.7360788665811974,-0.10930387366891736,1,1,-0.9239031094701204,0,other,0,1,0,0
1499,Home Mortgage,0.48965954910743037,1 year,0.0,-0.230398495885827,-0.20130248397193418,0.7432170456317742,-0.36506559973848624,33.69220362910438,0.0,debt consolidation,Short Term,0.20911737999911767,1.0802597429050145,0.6114006789396772,-0.09539438699396541,0,0,-1.1848926884164823,1,other,0,1,0,0
1500,Rent,-0.8754111902481705,3 years,0.0,-0.637846908794306,-1.9196921387962969,-0.18634513194422606,-0.36506559973848624,35.10887467456654,0.0,buy a car,Short Term,-1.0484410708054819,-0.7185373556691794,-0.7261006421930838,1.0130304336811564,0,0,-0.6629135305237588,0,other,0,1,0,0
1501,Home Mortgage,0.29649182029495685,10+ years,0.0,0.3807741234768914,-0.6983573428058979,2.184745406736414,-0.36506559973848624,-2.0039628671079176e-14,0.0,debt consolidation,Short Term,-1.176453158621096,0.5521335842614213,0.5537114488638613,-0.1501518685609933,0,0,1.1640135221007732,1,other,0,1,0,0
1502,Rent,-0.367560265551855,< 1 year,0.0,-1.6564679410590044,-1.1670090668493496,-1.0232989378416142,-0.36506559973848624,34.973674910950365,0.0,take a trip,Short Term,-0.6252174335375316,-0.6985719751386802,-0.558063989472248,-0.06863430017526483,0,0,-1.445882267362844,0,other,0,1,0,0
1503,Rent,-0.3735875909480445,2 years,0.0,0.5844983299311308,0.19634140309523707,2.0883875253752042,-0.36506559973848624,33.80958860908333,0.0,debt consolidation,Long Term,1.4183447364243524,1.1474486282831013,0.14820982583094594,0.49194664812576505,0,1,-0.9239031094701204,0,other,0,1,0,0
1504,Rent,0.17989007636514803,10+ years,0.0,1.603119362202328,-0.42852756229603167,0.670666292014286,-0.36506559973848624,81.0,0.0,debt consolidation,Short Term,0.00047430180613548974,0.13686562454472176,0.18116312149925357,0.6121967524847015,0,0,1.1640135221007732,0,other,0,1,0,0
1505,Home Mortgage,1.033096004253229,6 years,0.0,-0.026674289431587547,0.15373670090946864,-0.07435676443628493,-0.36506559973848624,33.71907224896773,0.0,debt consolidation,Short Term,1.3150325690777989,-0.05250660755294692,-0.10736687950493617,1.053113801800802,0,0,0.12005520631532639,1,other,0,1,0,0
1506,Home Mortgage,0.39058440632119834,< 1 year,0.0,0.9919467428396097,1.2330558229489335,1.4282027723453325,-0.36506559973848624,32.899998277162986,0.0,debt consolidation,Long Term,1.988936649183191,1.0859982953928224,0.4421062668421883,0.047886072849415935,0,1,-1.445882267362844,1,other,0,1,0,0
1507,Rent,-0.19853174428286022,10+ years,0.0,-0.026674289431587547,0.40936491402407876,-0.6925741139103367,2.7392337177656487,40.35300910331774,1.0,debt consolidation,Short Term,-0.3862932028464217,-0.6558914910106072,-0.13939781829703163,-0.1671077853911885,0,0,1.1640135221007732,0,other,0,1,0,0
1508,Home Mortgage,0.8344154130409593,10+ years,0.0,0.3807741234768914,0.4519696162098472,0.7469665553143716,-0.36506559973848624,31.0,0.0,debt consolidation,Long Term,0.1566300490023629,1.2567202319051147,0.5439009257259682,-1.712638598454737,1,1,1.1640135221007732,1,other,0,1,0,0
1509,Home Mortgage,0.09000045521391786,Unknown,0.0,-0.8415711152485453,1.06263701420586,0.958565390896137,-0.36506559973848624,32.492614470400184,0.0,home improvements,Short Term,1.7829060625782827,1.5120260410241624,1.5958070177333963,0.0911129669293101,0,0,-1.7068718463092056,1,other,0,1,0,0
1510,Home Mortgage,0.43092211360369587,< 1 year,0.0,-0.637846908794306,0.42356648141933506,-1.0089785213430191,-0.36506559973848624,9.0,0.0,debt consolidation,Short Term,-0.5828238200401528,-0.6592987565502433,-0.3818938261157229,0.812613593082929,0,0,-1.445882267362844,1,other,0,1,0,0
1511,Rent,0.14514141329304325,10+ years,0.0,0.1770499170226519,-0.329116590529239,0.7008882435523306,-0.36506559973848624,33.33454299028385,0.0,debt consolidation,Long Term,2.02705527644554,1.1448782349812707,0.8841667624231497,-2.033305543411901,0,1,1.1640135221007732,0,other,0,1,0,0
1512,Rent,1.2166266593164148,10+ years,0.0,-1.045295321702785,-0.45693069708654405,-0.7428988583249582,-0.36506559973848624,35.39490403805313,0.0,other,Short Term,0.4082604887809225,-0.8970302486753788,-1.4544271719002637,0.9729470655615109,1,0,1.1640135221007732,0,other,0,1,0,0
1513,Rent,0.937915929208668,2 years,0.0,-0.43412270234006645,0.4519696162098472,-1.2163309242722038,-0.36506559973848624,70.0,0.0,other,Short Term,-1.1714656746802274,-0.9103006513034346,0.760319389135388,-1.2717215491386367,0,0,-0.9239031094701204,0,other,0,1,0,0
1514,Home Mortgage,-0.7839344329289412,2 years,0.0,0.1770499170226519,0.6649931271386889,2.5961072762512627,-0.36506559973848624,34.63248128831785,0.0,debt consolidation,Short Term,-0.5981425207156762,-0.13218879990969956,-1.2141112803344336,1.2535306424022876,0,0,-0.9239031094701204,1,other,0,1,0,0
1515,Home Mortgage,1.7214431513415909,7 years,0.0,0.1770499170226519,0.39516334662882296,-0.1113097634768238,2.7392337177656487,33.56283312698218,0.0,home improvements,Long Term,2.6050096654980397,0.22934000682221337,2.5065925076803603,-0.281710552145481,1,1,0.3810447852616881,1,other,0,1,0,0
1516,Home Mortgage,0.9757426745459834,10+ years,0.0,0.9919467428396097,0.19634140309523707,-0.10774095305603826,-0.36506559973848624,33.83355360476874,0.0,debt consolidation,Short Term,1.382482351897158,0.3577401187369206,-0.3340989698029103,-2.0733889115315467,0,0,1.1640135221007732,1,other,0,1,0,0
1517,Own Home,0.706760809015726,7 years,0.0,-0.8415711152485453,0.9774276098343232,-0.03351873126678966,-0.36506559973848624,32.61770878695657,0.0,debt consolidation,Short Term,2.074555123501426,0.20267964838927138,0.9273498343549015,-0.005186848894628202,0,0,0.3810447852616881,0,other,0,1,0,0
1518,Home Mortgage,0.6450652586951097,6 years,0.0,-0.637846908794306,0.5371790205813841,0.665380838606287,-0.36506559973848624,33.50445393061337,0.0,debt consolidation,Short Term,1.3991072983667183,0.9991429124263097,0.5971460726709436,-0.6704710273439543,0,0,0.12005520631532639,1,other,0,1,0,0
1519,Home Mortgage,-0.6362586267519201,9 years,0.0,0.1770499170226519,-0.9965902581062761,0.30321434311973444,-0.36506559973848624,35.01442196476296,0.0,debt consolidation,Short Term,0.22752357073327376,-0.18556929336399822,-0.9667519362593507,0.5320300162454105,0,0,0.9030239431544116,1,other,0,1,0,0
1520,Rent,0.7846370514082557,10+ years,0.0,-0.026674289431587547,-0.11609307960039729,0.1563058432666386,-0.36506559973848624,11.0,0.0,debt consolidation,Long Term,0.8105841933442826,-0.060755776754171126,-0.6631288227353255,0.05102959880966461,0,1,1.1640135221007732,0,other,0,1,0,0
1521,Home Mortgage,0.5730910382281134,10+ years,0.0,2.8254646009242053,1.5170871708540556,1.2430763786190144,-0.36506559973848624,32.53393388124642,0.0,debt consolidation,Long Term,1.6581002144389405,0.8846707456122203,0.03962326631324011,-0.7105543954635998,1,1,1.1640135221007732,1,other,0,1,0,0
1522,Home Mortgage,0.1098193393353102,5 years,0.0,-0.026674289431587547,-0.4143259949007756,-0.5933702191755894,2.7392337177656487,72.0,1.0,debt consolidation,Short Term,-0.8905040793446587,-0.6524244488825565,0.4938421025351802,-0.3125297950132121,0,0,-0.14093437263103534,1,other,0,1,0,0
1523,Rent,0.06354818574726372,6 years,0.0,0.1770499170226519,0.08272886393318807,-0.6711160765701705,-0.36506559973848624,32.55506379143593,0.0,debt consolidation,Short Term,0.289035872670647,-0.5643137575593355,0.6600340415035917,-0.4700541867457268,0,0,0.12005520631532639,0,other,0,1,0,0
1524,Rent,-1.3981080349092552,3 years,0.0,0.1770499170226519,-0.11609307960039729,-0.19542526985027533,-0.36506559973848624,34.82368345302622,0.0,debt consolidation,Short Term,-0.9458414011647666,-0.42587117879096414,-1.2169622015881802,-0.029137137429626373,1,0,-0.6629135305237588,0,other,0,1,0,0
1525,Home Mortgage,-0.1024037338794456,10+ years,0.0,-1.2490195281570242,-0.3007134557387269,-0.8410637323042869,-0.36506559973848624,46.10970919136744,1.0,debt consolidation,Short Term,-0.4358117934021835,-0.47088294986720924,0.4476404080994614,0.652280120604347,0,0,1.1640135221007732,1,other,0,1,0,0
1526,Rent,-0.39717820580876056,4 years,0.0,-0.8415711152485453,2.1277545688435473,0.4549113734108463,-0.36506559973848624,33.41995371965384,0.0,debt consolidation,Long Term,0.7908717568160896,1.1815212836794622,0.24966908221428497,0.4518632800061195,1,1,-0.4019239515773971,0,other,0,1,0,0
1527,Rent,-0.16798131463905092,2 years,0.0,-1.2490195281570242,-1.351629442989089,-1.0394263469583283,-0.36506559973848624,35.439124746830196,0.0,other,Short Term,-1.0700535012159103,-0.905578300818676,-1.117096107081935,0.37169654376682854,0,0,-0.9239031094701204,0,other,0,1,0,0
1528,Rent,-0.8275806775489204,4 years,0.0,-0.230398495885827,-0.3149150231339827,-0.43471626730471835,-0.36506559973848624,34.31464930653741,0.0,debt consolidation,Short Term,-0.3516183144956244,-0.6361652168337667,-0.6707592296203535,-0.4700541867457268,0,0,-0.4019239515773971,0,other,0,1,0,0
1529,Own Home,-0.41432408592669184,5 years,0.0,0.5844983299311308,-0.329116590529239,-0.1125294834940543,-0.36506559973848624,36.0,0.0,debt consolidation,Short Term,-0.05616926580800936,-0.29675374781528097,-0.339046156684412,-0.34980408238679034,0,0,-0.14093437263103534,0,other,0,1,0,0
1530,Rent,-1.0968888282371556,5 years,0.0,-0.637846908794306,-1.1244043646635813,-0.6907671212922175,-0.36506559973848624,34.93480605909453,0.0,debt consolidation,Short Term,-1.0199411625719499,-0.6072333480410673,-0.7971221216614212,-0.5903042911046633,1,0,-0.14093437263103534,0,other,0,1,0,0
1531,Home Mortgage,0.5910064389123473,10+ years,0.0,1.8068435686565676,3.29228309528222,3.1032849293418865,-0.36506559973848624,30.358717995895923,0.0,debt consolidation,Short Term,1.1570955776169758,-0.17217933755911255,1.1337062227510977,1.133280538040093,1,0,1.1640135221007732,1,other,0,1,0,0
1532,Home Mortgage,0.7678278365380818,2 years,0.0,-1.045295321702785,-0.5137369666675685,-0.7126769067869135,-0.36506559973848624,33.350428209259256,0.0,debt consolidation,Long Term,0.7949092438158399,-0.5826651702026386,0.5174041281911457,-3.957307213155709,1,1,-0.9239031094701204,1,other,0,1,0,0
1533,Rent,0.6549247409508625,1 year,0.0,-0.637846908794306,-0.3575197253197511,-0.5634644913457156,-0.36506559973848624,20.0,0.0,debt consolidation,Long Term,1.9996241147707656,-0.4797298849525801,-0.5621726701026476,-1.6725552303350915,1,1,-1.1848926884164823,0,other,0,1,0,0
1534,Home Mortgage,-0.30168551303413915,3 years,0.0,-1.045295321702785,0.7928072336959937,-0.7927266797695967,-0.36506559973848624,25.0,0.0,other,Long Term,-0.35660579843649254,-0.729058035230161,0.002896692514973588,-1.712638598454737,1,1,-0.6629135305237588,1,other,0,1,0,0
1535,Rent,-0.08452770002891408,10+ years,0.0,-0.637846908794306,-0.1302946469956536,-0.516030935120085,-0.36506559973848624,42.0,0.0,debt consolidation,Short Term,-0.808210594320335,-0.6520657893520684,-0.06200369132031931,-0.029836140857981128,1,0,1.1640135221007732,0,other,0,1,0,0
1536,Rent,-0.4095198165531361,10+ years,0.0,-0.230398495885827,-0.9397839885252519,-0.7570837503771943,-0.36506559973848624,29.0,0.0,debt consolidation,Short Term,-0.8136730767317619,-0.5114114768123542,-0.47999905749465405,-0.07545135986943588,1,0,1.1640135221007732,0,other,0,1,0,0
1537,Rent,1.8903659626320946,9 years,0.0,1.195670949293849,0.32415550965254236,0.19637590457343318,-0.36506559973848624,30.166037690581348,0.0,debt consolidation,Long Term,2.400404074304807,-0.8363570114344908,2.259820117981046,-1.2316381810189911,0,1,0.9030239431544116,0,other,0,1,0,0
1538,Rent,0.306788827251997,10+ years,0.0,-0.026674289431587547,-0.2723103209482147,1.2790807065350407,-0.36506559973848624,33.2040549892015,0.0,debt consolidation,Short Term,-0.6931422148274495,1.0269988026275452,0.9806788319249872,1.0130304336811564,0,0,1.1640135221007732,0,other,0,1,0,0
1539,Rent,-1.1478455182370102,Unknown,0.0,-1.4527437346135017,3.71833011711618,-0.46941052557260815,2.7392337177656487,70.00000000000001,1.0,debt consolidation,Short Term,-1.1709906762096678,-0.660255181964878,-0.542803175702192,0.8526969612025744,1,0,-1.7068718463092056,0,other,0,1,0,0
1540,Own Home,-1.1188201643767814,1 year,0.0,-1.656467941061057,-1.0391949602920445,-1.1749959681327256,-0.36506559973848624,48.0,0.0,debt consolidation,Short Term,-1.0484410708054819,-0.8689950287088991,-1.1018352933118791,0.05102959880966461,0,0,-1.1848926884164823,0,other,0,1,0,0
1541,Home Mortgage,-0.12594625370476778,2 years,0.0,-0.43412270234006645,-0.3575197253197511,0.34224538367111046,-0.36506559973848624,50.0,0.0,debt consolidation,Long Term,1.563100520327167,-0.042225034345624,-0.6070327545366033,-1.472138389736864,0,1,-0.9239031094701204,1,other,0,1,0,0
1542,Rent,-0.9998089992945359,Unknown,0.0,-0.230398495885827,-0.07348837741462885,-0.8288665321319819,-0.36506559973848624,33.764126358933005,0.0,debt consolidation,Short Term,-0.700504691121112,-0.7218848446204008,-0.3055897572654432,-2.7548061695670603,1,0,-1.7068718463092056,0,other,0,1,0,0
1543,Home Mortgage,0.51042320710984,3 years,0.0,0.7882225363853703,-0.6415510732248734,0.2782778449896886,-0.36506559973848624,33.32982561545367,0.0,debt consolidation,Short Term,-0.06448173904278953,0.08599574780383917,0.342659425461494,1.2134472742792426,0,0,-0.6629135305237588,1,other,0,1,0,0
1544,Home Mortgage,1.4655665625153271,10+ years,0.0,-0.026674289431587547,0.30995394225728606,0.4028699860090116,-0.36506559973848624,32.38270553716684,0.0,debt consolidation,Long Term,1.9739741973605867,-0.0022344966962110128,1.0384519126259133,0.732446856843638,1,1,1.1640135221007732,1,other,0,1,0,0
1545,Rent,-0.19541228879210196,2 years,0.0,-1.2490195281570242,-0.18710091657667785,-0.3759438324003894,-0.36506559973848624,34.630939769403795,0.0,debt consolidation,Short Term,1.488525760449425,-0.10726196254078295,-0.4586171480915537,0.019881042087113072,0,0,-0.9239031094701204,0,other,0,1,0,0
1546,Rent,0.440661358270964,6 years,0.0,-0.637846908794306,-0.18710091657667785,-1.1258457689198818,-0.36506559973848624,32.03998233141859,0.0,debt consolidation,Short Term,0.18299246411838,-0.7916441233003185,1.3497054330349665,0.9328636974418655,0,0,0.12005520631532639,0,other,0,1,0,0
1547,Home Mortgage,-0.9571246553824349,4 years,0.0,-0.637846908794306,0.09693043132844438,-0.7728045861548318,2.7392337177656487,41.353224594978265,1.0,debt consolidation,Short Term,-1.3371213912876319,-0.649973608757555,-0.7313832315750263,0.21136307128824658,0,0,-0.4019239515773971,1,other,0,1,0,0
1548,Own Home,-0.7284568096020583,10+ years,0.0,0.1770499170226519,0.30995394225728606,-0.48987471697280877,2.7392337177656487,41.01514404575739,1.0,debt consolidation,Short Term,0.6051473548275728,-0.04031218351635462,-0.47069163810742215,-1.95313880717261,0,0,1.1640135221007732,0,other,0,1,0,0
1549,Home Mortgage,-0.6122351565726588,< 1 year,0.0,-1.6564679410674656,-0.4001244275055195,0.20550121729493545,-0.36506559973848624,35.367611529325465,0.0,debt consolidation,Short Term,0.2663546957014611,0.09675553371847943,-0.8273083467010923,-0.3898874505064358,0,0,-1.445882267362844,1,other,0,1,0,0
1550,Rent,-0.3691868952095011,1 year,0.0,-0.8415711152485453,0.19634140309523707,-0.14726891657739707,-0.36506559973848624,32.0,0.0,debt consolidation,Short Term,0.803696715521179,0.20411428651122343,0.01715129878370717,0.572113384365056,0,0,-1.1848926884164823,0,other,0,1,0,0
1551,Home Mortgage,0.45970699228695494,4 years,0.0,-0.43412270234006645,-0.2581087535529584,-0.782426821846317,-0.36506559973848624,71.0,0.0,debt consolidation,Short Term,-0.6901734743864566,-0.4150516162879092,-0.2795960634812819,0.652280120604347,0,0,-0.4019239515773971,1,other,0,1,0,0
1552,Rent,-0.2017980944913999,< 1 year,0.0,-1.2490195281570242,-1.323226308197167,-0.47713541901506795,-0.36506559973848624,35.02829585463611,0.0,debt consolidation,Short Term,-0.13323776765618547,0.016475575477580117,-0.34852127732186433,-0.10535514616704056,0,0,-1.445882267362844,0,other,0,1,0,0
1553,Home Mortgage,-0.0007548765744028108,10+ years,0.0,1.8068435686565676,3.2638799604736994,1.695863553904248,-0.36506559973848624,2.999999999999995,0.0,debt consolidation,Short Term,0.8720964952816558,0.9619020978439715,-0.7489918628481678,0.572113384365056,0,0,1.1640135221007732,1,other,0,1,0,0
1554,Home Mortgage,-1.073586783588803,6 years,0.0,-0.43412270234006645,0.80700880109125,-0.8064598236673031,-0.36506559973848624,62.0,0.0,medical bills,Short Term,-0.8123668309377251,-0.6137489961782662,-0.8131375910574689,-0.5101375548653723,1,0,0.12005520631532639,1,other,0,1,0,0
1555,Home Mortgage,0.19164931251896064,Unknown,0.0,-0.43412270234006645,1.9147310579212269,0.7026048865395438,-0.36506559973848624,17.0,0.0,debt consolidation,Long Term,-1.0484410708054819,0.8321271243957269,0.6474564477370621,-1.3118049172582822,0,1,-1.7068718463092056,1,other,0,1,0,0
1556,Rent,-1.1230284799737493,< 1 year,0.0,0.7882225363853703,-1.0391949602920445,-0.5254724715497582,-0.36506559973848624,34.56236164739627,0.0,debt consolidation,Short Term,-1.291521538113981,-0.3189906387055375,-0.7842091253944508,0.21136307128824658,0,0,-1.445882267362844,0,other,0,1,0,0
1557,Rent,-0.8848378171853782,3 years,0.0,-0.230398495885827,1.5880950078303362,0.07612054583759643,2.7392337177656487,52.0,1.0,debt consolidation,Short Term,-0.6977734499153985,-0.5852355635044694,-0.4790767006184419,0.6923634887239924,0,0,-0.6629135305237588,0,other,0,1,0,0
1558,Rent,-0.5901595353268511,10+ years,0.0,-0.637846908794306,0.7360009641149694,0.9591074886815728,-0.36506559973848624,34.3304120333755,0.0,debt consolidation,Short Term,1.3959010586904461,0.7565695166395864,-0.3170772929055402,0.6923634887239924,0,0,1.1640135221007732,0,other,0,1,0,0
1559,Own Home,0.7467141160001524,1 year,0.0,-0.8415711152485453,-0.3859228601102635,1.7052599155184682,-0.36506559973848624,32.952158896590824,0.0,debt consolidation,Long Term,2.028836520710136,2.719632680177288,2.2487518354665084,-2.474222592730895,1,1,-1.1848926884164823,0,other,0,1,0,0
1560,Home Mortgage,-0.2102087557149097,5 years,0.0,0.7882225363853703,0.08272886393318807,-0.26038665447166276,-0.36506559973848624,33.122705453481835,0.0,debt consolidation,Short Term,-0.563467632364879,-0.24474811589451967,0.1217130282961235,0.8526969612025744,1,0,-0.14093437263103534,1,other,0,1,0,0
1561,Home Mortgage,-0.4691043312403629,3 years,0.0,-0.230398495885827,2.255568675406262,0.3440072014737767,-0.36506559973848624,11.0,0.0,other,Long Term,-0.09595038771731444,0.1919796390630458,-0.27775134972885757,-0.34980408238679034,1,1,-0.6629135305237588,1,other,0,1,0,0
1562,Rent,-1.1759089713893607,Unknown,0.0,-1.6564679410653376,-0.7551636123869223,-0.10756025379422633,-0.36506559973848624,35.72498407031294,0.0,other,Short Term,-0.551711420218547,-0.7395787147911426,-1.395228630572461,0.4518632800061195,0,0,-1.7068718463092056,0,other,0,1,0,0
1563,Rent,0.059580345327265596,2 years,0.0,1.603119362202328,-0.05928681001937305,1.3790977479479418,2.7392337177656487,32.0,1.0,debt consolidation,Short Term,-1.0484410708054819,0.3137445496637248,1.0992436158308065,0.732446856843638,0,0,-0.9239031094701204,0,other,0,1,0,0
1564,Own Home,-0.5493749453128097,4 years,0.0,-0.230398495885827,1.2330558229489335,-0.5914277021111112,2.7392337177656487,48.0,1.0,other,Long Term,-0.13953149739109047,-0.45558014323305424,0.5594971419964648,-3.1155564826455193,1,1,-0.4019239515773971,0,other,0,1,0,0
1565,Rent,-0.4074464958653618,8 years,0.0,0.5844983299311308,1.2898620925299575,-0.3698904071296899,2.7392337177656487,65.0,1.0,debt consolidation,Long Term,-0.03657557889745611,-0.6466858963947483,-0.23071114904203677,-0.14938724178856286,1,1,0.6420343642080498,0,other,0,1,0,0
1566,Rent,1.4044858675650531,4 years,0.0,-0.026674289431587547,1.9289326253164827,0.24543575415537108,-0.36506559973848624,2.9999999999999925,0.0,debt consolidation,Short Term,-0.9355101844301112,0.6948800773956488,0.868151293027102,0.21136307128824658,0,0,-0.4019239515773971,0,other,0,1,0,0
1567,Home Mortgage,-0.7869884676764548,8 years,0.0,0.3807741234768914,-0.5279385340628246,0.06627243606884646,-0.36506559973848624,34.42575675387073,0.0,debt consolidation,Long Term,0.2420110240853192,0.19616400025207256,-0.49668533189158337,-0.10930387366891736,0,1,0.6420343642080498,1,other,0,1,0,0
1568,Home Mortgage,0.24137957911627042,10+ years,0.0,-0.8415711152485453,-0.8687761515489714,0.7723096267834942,-0.36506559973848624,35.07386992634693,0.0,home improvements,Short Term,-1.0484410708054819,0.8181991792951092,-0.3179996497817524,0.89278032932222,0,0,1.1640135221007732,1,other,0,1,0,0
1569,Home Mortgage,2.065864746784495,< 1 year,0.0,2.0105677751127495,0.4519696162098472,0.5370843627198196,-0.36506559973848624,30.273975810491272,0.0,debt consolidation,Short Term,0.2709859307894101,0.2221668162124532,2.3601054656128473,1.0130304336811564,0,0,-1.445882267362844,1,other,0,1,0,0
1570,Home Mortgage,-0.2022009323218226,10+ years,0.0,0.3807741234768914,-0.9965902581062761,-0.5506348437570688,-0.36506559973848624,46.0,0.0,debt consolidation,Long Term,0.9036838935738204,-0.1370307035712877,0.8312570179786151,0.21136307128824658,1,1,1.1640135221007732,1,other,0,1,0,0
1571,Rent,-0.8050000584314766,4 years,0.0,0.1770499170226519,-0.8119698819679468,-0.6301876937697692,-0.36506559973848624,34.20131376500308,0.0,debt consolidation,Short Term,-0.7123796528850836,-0.49204386216600177,-0.44528489869903226,1.0931971699204475,0,0,-0.4019239515773971,0,other,0,1,0,0
1572,Home Mortgage,0.9768007653246495,10+ years,0.0,-0.026674289431587547,0.5513805879766399,1.0480567003084933,-0.36506559973848624,32.655725944207944,0.0,debt consolidation,Short Term,-1.0484410708054819,2.0360873916555584,1.6300180727783569,-0.06922050554927187,0,0,1.1640135221007732,1,other,0,1,0,0
1573,Home Mortgage,1.0455526184202533,10+ years,0.0,1.603119362202328,2.411785916725063,-1.2299285437235516,-0.36506559973848624,25.0,0.0,debt consolidation,Short Term,0.8514340618123452,3.37155615342766,1.8942313925005974,1.133280538040093,0,0,1.1640135221007732,1,other,0,1,0,0
1574,Home Mortgage,0.5115691755579963,10+ years,0.0,0.1770499170226519,0.13953513351421282,0.6029944184657197,-0.36506559973848624,13.0,0.0,debt consolidation,Short Term,0.570234967241496,0.8804863844231935,0.7113506240710327,-0.0793624589897273,0,0,1.1640135221007732,1,other,0,1,0,0
